Code,Description,last_updated
Q42.3,"Congenital absence, atresia and stenosis of anus without fistula",09-06-2025
Q42.8,"Congenital absence, atresia and stenosis of other parts of large intestine",09-06-2025
Q42.9,"Congenital absence, atresia and stenosis of large intestine, part unspecified",09-06-2025
Q43.0,Meckel diverticulum,09-06-2025
Q43.1,Hirschsprung disease,09-06-2025
Q43.2,Other congenital functional disorders of colon,09-06-2025
Q43.3,Congenital malformations of intestinal fixation,09-06-2025
Q43.4,Duplication of intestine,09-06-2025
Q43.5,Ectopic anus,09-06-2025
Q43.6,Congenital fistula of rectum and anus,09-06-2025
Q43.7,Persistent cloaca,09-06-2025
Q43.8,Other specified congenital malformations of intestine,09-06-2025
Q43.9,"Congenital malformation of intestine, unspecified",09-06-2025
Q44.0,"Agenesis, aplasia and hypoplasia of gallbladder",09-06-2025
Q44.1,Other congenital malformations of gallbladder,09-06-2025
Q44.2,Atresia of bile ducts,09-06-2025
Q44.3,Congenital stenosis and stricture of bile ducts,09-06-2025
Q44.4,Choledochal cyst,09-06-2025
Q44.5,Other congenital malformations of bile ducts,09-06-2025
Q44.6,Cystic disease of liver,09-06-2025
Q44.7,Other congenital malformations of liver,09-06-2025
Q45.0,"Agenesis, aplasia and hypoplasia of pancreas",09-06-2025
Q45.1,Annular pancreas,09-06-2025
Q45.2,Congenital pancreatic cyst,09-06-2025
Q45.3,Other congenital malformations of pancreas and pancreatic duct,09-06-2025
Q45.8,Other specified congenital malformations of digestive system,09-06-2025
Q45.9,"Congenital malformation of digestive system, unspecified",09-06-2025
Q50.0,Congenital absence of ovary,09-06-2025
Q50.1,Developmental ovarian cyst,09-06-2025
Q50.2,Congenital torsion of ovary,09-06-2025
Q50.3,Other congenital malformations of ovary,09-06-2025
Q50.4,Embryonic cyst of fallopian tube,09-06-2025
Q50.5,Embryonic cyst of broad ligament,09-06-2025
Q50.6,Other congenital malformations of fallopian tube and broad ligament,09-06-2025
Q51.0,Agenesis and aplasia of uterus,09-06-2025
Q51.1,Doubling of uterus with doubling of cervix and vagina,09-06-2025
Q51.2,Other doubling of uterus,09-06-2025
Q51.3,Bicornate uterus,09-06-2025
Q51.4,Unicornate uterus,09-06-2025
Q51.5,Agenesis and aplasia of cervix,09-06-2025
Q51.6,Embryonic cyst of cervix,09-06-2025
Q51.7,Congenital fistulae between uterus and digestive and urinary tracts,09-06-2025
Q51.8,Other congenital malformations of uterus and cervix,09-06-2025
Q51.9,"Congenital malformation of uterus and cervix, unspecified",09-06-2025
Q52.0,Congenital absence of vagina,09-06-2025
Q52.1,Doubling of vagina,09-06-2025
Q52.2,Congenital rectovaginal fistula,09-06-2025
Q52.3,Imperforate hymen,09-06-2025
Q52.4,Other congenital malformations of vagina,09-06-2025
Q52.5,Fusion of labia,09-06-2025
Q52.6,Congenital malformation of clitoris,09-06-2025
Q52.7,Other congenital malformations of vulva,09-06-2025
Q52.8,Other specified congenital malformations of female genitalia,09-06-2025
Q52.9,"Congenital malformation of female genitalia, unspecified",09-06-2025
Q53.0,Ectopic testis,09-06-2025
Q53.1,"Undescended testicle, unilateral",09-06-2025
Q53.2,"Undescended testicle, bilateral",09-06-2025
Q53.9,"Undescended testicle, unspecified",09-06-2025
Q54.0,"Hypospadias, balanic",09-06-2025
Q54.1,"Hypospadias, penile",09-06-2025
Q54.2,"Hypospadias, penoscrotal",09-06-2025
Q54.3,"Hypospadias, perineal",09-06-2025
Q54.4,Congenital chordee,09-06-2025
Q54.8,Other hypospadias,09-06-2025
Q54.9,"Hypospadias, unspecified",09-06-2025
Q55.0,Absence and aplasia of testis,09-06-2025
Q55.1,Hypoplasia of testis and scrotum,09-06-2025
Q55.2,Other congenital malformations of testis and scrotum,09-06-2025
Q55.3,Atresia of vas deferens,09-06-2025
Q55.4,"Other congenital malformations of vas deferens, epididymis, seminal vesicles and prostate",09-06-2025
Q55.5,Congenital absence and aplasia of penis,09-06-2025
Q55.6,Other congenital malformations of penis,09-06-2025
Q55.8,Other specified congenital malformations of male genital organs,09-06-2025
Q55.9,"Congenital malformation of male genital organ, unspecified",09-06-2025
Q56.0,"Hermaphroditism, not elsewhere classified",09-06-2025
Q56.1,"Male pseudohermaphroditism, not elsewhere classified",09-06-2025
Q56.2,"Female pseudohermaphroditism, not elsewhere classified",09-06-2025
Q56.3,"Pseudohermaphroditism, unspecified",09-06-2025
Q56.4,"Indeterminate sex, unspecified",09-06-2025
Q60.0,"Renal agenesis, unilateral",09-06-2025
Q60.1,"Renal agenesis, bilateral",09-06-2025
Q60.2,"Renal agenesis, unspecified",09-06-2025
Q60.3,"Renal hypoplasia, unilateral",09-06-2025
Q60.4,"Renal hypoplasia, bilateral",09-06-2025
Q60.5,"Renal hypoplasia, unspecified",09-06-2025
Q60.6,Potter syndrome,09-06-2025
Q61.0,Congenital single renal cyst,09-06-2025
Q61.1,"Polycystic kidney, autosomal recessive",09-06-2025
Q61.2,"Polycystic kidney, autosomal dominant",09-06-2025
Q61.3,"Polycystic kidney, unspecified",09-06-2025
Q61.4,Renal dysplasia,09-06-2025
Q61.5,Medullary cystic kidney,09-06-2025
Q61.8,Other cystic kidney diseases,09-06-2025
Q61.9,"Cystic kidney disease, unspecified",09-06-2025
Q62.0,Congenital hydronephrosis,09-06-2025
Q62.1,Atresia and stenosis of ureter,09-06-2025
Q62.2,Congenital megaloureter,09-06-2025
Q62.3,Other obstructive defects of renal pelvis and ureter,09-06-2025
Q62.4,Agenesis of ureter,09-06-2025
Q62.5,Duplication of ureter,09-06-2025
Q62.6,Malposition of ureter,09-06-2025
Q62.7,Congenital vesico-uretero-renal reflux,09-06-2025
Q62.8,Other congenital malformations of ureter,09-06-2025
Q63.0,Accessory kidney,09-06-2025
Q63.1,"Lobulated, fused and horseshoe kidney",09-06-2025
Q63.2,Ectopic kidney,09-06-2025
Q63.3,Hyperplastic and giant kidney,09-06-2025
Q63.8,Other specified congenital malformations of kidney,09-06-2025
Q63.9,"Congenital malformation of kidney, unspecified",09-06-2025
Q64.0,Epispadias,09-06-2025
Q64.1,Exstrophy of urinary bladder,09-06-2025
Q64.2,Congenital posterior urethral valves,09-06-2025
Q64.3,Other atresia and stenosis of urethra and bladder neck,09-06-2025
Q64.4,Malformation of urachus,09-06-2025
Q64.5,Congenital absence of bladder and urethra,09-06-2025
Q64.6,Congenital diverticulum of bladder,09-06-2025
Q64.7,Other congenital malformations of bladder and urethra,09-06-2025
Q64.8,Other specified congenital malformations of urinary system,09-06-2025
Q64.9,"Congenital malformation of urinary system, unspecified",09-06-2025
Q65.0,"Congenital dislocation of hip, unilateral",09-06-2025
Q65.1,"Congenital dislocation of hip, bilateral",09-06-2025
Q65.2,"Congenital dislocation of hip, unspecified",09-06-2025
Q65.3,"Congenital subluxation of hip, unilateral",09-06-2025
Q65.4,"Congenital subluxation of hip, bilateral",09-06-2025
Q65.5,"Congenital subluxation of hip, unspecified",09-06-2025
Q65.6,Unstable hip,09-06-2025
Q65.8,Other congenital deformities of hip,09-06-2025
Q65.9,"Congenital deformity of hip, unspecified",09-06-2025
Q66.0,Talipes equinovarus,09-06-2025
Q66.1,Talipes calcaneovarus,09-06-2025
Q66.2,Metatarsus varus,09-06-2025
Q66.3,Other congenital varus deformities of feet,09-06-2025
Q66.4,Talipes calcaneovalgus,09-06-2025
Q66.5,Congenital pes planus,09-06-2025
Q66.6,Other congenital valgus deformities of feet,09-06-2025
Q66.7,Pes cavus,09-06-2025
Q66.8,Other congenital deformities of feet,09-06-2025
Q66.9,"Congenital deformity of feet, unspecified",09-06-2025
Q67.0,Facial asymmetry,09-06-2025
Q67.1,Compression facies,09-06-2025
Q67.2,Dolichocephaly,09-06-2025
Q67.3,Plagiocephaly,09-06-2025
Q67.4,"Other congenital deformities of skull, face and jaw",09-06-2025
Q67.5,Congenital deformity of spine,09-06-2025
Q67.6,Pectus excavatum,09-06-2025
Q67.7,Pectus carinatum,09-06-2025
Q67.8,Other congenital deformities of chest,09-06-2025
Q68.0,Congenital deformity of sternocleidomastoid muscle,09-06-2025
Q68.1,Congenital deformity of hand,09-06-2025
Q68.2,Congenital deformity of knee,09-06-2025
Q68.3,Congenital bowing of femur,09-06-2025
Q68.4,Congenital bowing of tibia and fibula,09-06-2025
Q68.5,"Congenital bowing of long bones of leg, unspecified",09-06-2025
Q68.8,Other specified congenital musculoskeletal deformities,09-06-2025
Q69.0,Accessory finger(s),09-06-2025
Q69.1,Accessory thumb(s),09-06-2025
Q69.2,Accessory toe(s),09-06-2025
Q69.9,"Polydactyly, unspecified",09-06-2025
Q70.0,Fused fingers,09-06-2025
Q70.1,Webbed fingers,09-06-2025
Q70.2,Fused toes,09-06-2025
Q70.3,Webbed toes,09-06-2025
Q70.4,Polysyndactyly,09-06-2025
Q70.9,"Syndactyly, unspecified",09-06-2025
Q71.0,Congenital complete absence of upper limb(s),09-06-2025
Q71.1,Congenital absence of upper arm and forearm with hand present,09-06-2025
Q71.2,Congenital absence of both forearm and hand,09-06-2025
Q71.3,Congenital absence of hand and finger(s),09-06-2025
Q71.4,Longitudinal reduction defect of radius,09-06-2025
Q71.5,Longitudinal reduction defect of ulna,09-06-2025
Q71.6,Lobster-claw hand,09-06-2025
Q71.8,Other reduction defects of upper limb(s),09-06-2025
Q71.9,"Reduction defect of upper limb, unspecified",09-06-2025
Q72.0,Congenital complete absence of lower limb(s),09-06-2025
Q72.1,Congenital absence of thigh and lower leg with foot present,09-06-2025
Q72.2,Congenital absence of both lower leg and foot,09-06-2025
Q72.3,Congenital absence of foot and toe(s),09-06-2025
Q72.4,Longitudinal reduction defect of femur,09-06-2025
Q72.5,Longitudinal reduction defect of tibia,09-06-2025
Q72.6,Longitudinal reduction defect of fibula,09-06-2025
Q72.7,Split foot,09-06-2025
Q72.8,Other reduction defects of lower limb(s),09-06-2025
Q72.9,"Reduction defect of lower limb, unspecified",09-06-2025
Q73.0,Congenital absence of unspecified limb(s),09-06-2025
Q73.1,"Phocomelia, unspecified limb(s)",09-06-2025
Q73.8,Other reduction defects of unspecified limb(s),09-06-2025
Q74.0,"Other congenital malformations of upper limb(s), including shoulder girdle",09-06-2025
Q74.1,Congenital malformation of knee,09-06-2025
Q74.2,"Other congenital malformations of lower limb(s), including pelvic girdle",09-06-2025
Q74.3,Arthrogryposis multiplex congenita,09-06-2025
Q74.8,Other specified congenital malformations of limb(s),09-06-2025
Q74.9,Unspecified congenital malformation of limb(s),09-06-2025
Q75.0,Craniosynostosis,09-06-2025
Q75.1,Craniofacial dysostosis,09-06-2025
Q75.2,Hypertelorism,09-06-2025
Q75.3,Macrocephaly,09-06-2025
Q75.4,Mandibulofacial dysostosis,09-06-2025
Q75.5,Oculomandibular dysostosis,09-06-2025
Q75.8,Other specified congenital malformations of skull and face bones,09-06-2025
Q75.9,"Congenital malformation of skull and face bones, unspecified",09-06-2025
Q76.0,Spina bifida occulta,09-06-2025
Q76.1,Klippel-Feil syndrome,09-06-2025
Q76.2,Congenital spondylolisthesis,09-06-2025
Q76.3,Congenital scoliosis due to congenital bony malformation,09-06-2025
Q76.4,"Other congenital malformations of spine, not associated with scoliosis",09-06-2025
Q76.5,Cervical rib,09-06-2025
Q76.6,Other congenital malformations of ribs,09-06-2025
Q76.7,Congenital malformation of sternum,09-06-2025
Q76.8,Other congenital malformations of bony thorax,09-06-2025
Q76.9,"Congenital malformation of bony thorax, unspecified",09-06-2025
Q77.0,Achondrogenesis,09-06-2025
Q77.1,Thanatophoric short stature,09-06-2025
Q77.2,Short rib syndrome,09-06-2025
Q77.3,Chondrodysplasia punctata,09-06-2025
Q77.4,Achondroplasia,09-06-2025
Q77.5,Dystrophic dysplasia,09-06-2025
Q77.6,Chondroectodermal dysplasia,09-06-2025
Q77.7,Spondyloepiphyseal dysplasia,09-06-2025
Q77.8,Other osteochondrodysplasia with defects of growth of tubular bones and spine,09-06-2025
Q77.9,"Osteochondrodysplasia with defects of growth of tubular bones and spine, unspecified",09-06-2025
Q78.0,Osteogenesis imperfecta,09-06-2025
Q78.1,Polyostotic fibrous dysplasia,09-06-2025
Q78.2,Osteopetrosis,09-06-2025
Q78.3,Progressive diaphyseal dysplasia,09-06-2025
Q78.4,Enchondromatosis,09-06-2025
Q78.5,Metaphyseal dysplasia,09-06-2025
Q78.6,Multiple congenital exostoses,09-06-2025
Q78.8,Other specified osteochondrodysplasias,09-06-2025
Q78.9,"Osteochondrodysplasia, unspecified",09-06-2025
Q79.0,Congenital diaphragmatic hernia,09-06-2025
Q79.1,Other congenital malformations of diaphragm,09-06-2025
Q79.2,Exomphalos,09-06-2025
Q79.3,Gastroschisis,09-06-2025
Q79.4,Prune belly syndrome,09-06-2025
Q79.5,Other congenital malformations of abdominal wall,09-06-2025
Q79.6,Ehlers-Danlos syndrome,09-06-2025
Q79.8,Other congenital malformations of musculoskeletal system,09-06-2025
Q79.9,"Congenital malformation of musculoskeletal system, unspecified",09-06-2025
Q80.0,Ichthyosis vulgaris,09-06-2025
Q80.1,X-linked ichthyosis,09-06-2025
Q80.2,Lamellar ichthyosis,09-06-2025
Q80.3,Congenital bullous ichthyosiform erythroderma,09-06-2025
Q80.4,Harlequin fetus,09-06-2025
Q80.8,Other congenital ichthyosis,09-06-2025
Q80.9,"Congenital ichthyosis, unspecified",09-06-2025
Q81.0,Epidermolysis bullosa simplex,09-06-2025
Q81.1,Epidermolysis bullosa letalis,09-06-2025
Q81.2,Epidermolysis bullosa dystrophica,09-06-2025
Q81.8,Other epidermolysis bullosa,09-06-2025
Q81.9,"Epidermolysis bullosa, unspecified",09-06-2025
Q82.0,Hereditary lymphoedema,09-06-2025
Q82.1,Xeroderma pigmentosum,09-06-2025
Q82.2,Mastocytosis,09-06-2025
Q82.3,Incontinentia pigmenti,09-06-2025
Q82.4,Ectodermal dysplasia (anhidrotic),09-06-2025
Q82.5,Congenital non-neoplastic naevus,09-06-2025
Q82.8,Other specified congenital malformations of skin,09-06-2025
Q82.9,"Congenital malformation of skin, unspecified",09-06-2025
Q83.0,Congenital absence of breast with absent nipple,09-06-2025
Q83.1,Accessory breast,09-06-2025
Q83.2,Absent nipple,09-06-2025
Q83.3,Accessory nipple,09-06-2025
Q83.8,Other congenital malformations of breast,09-06-2025
Q83.9,"Congenital malformation of breast, unspecified",09-06-2025
Q84.0,Congenital alopecia,09-06-2025
Q84.1,"Congenital morphological disturbances of hair, not elsewhere classified",09-06-2025
Q84.2,Other congenital malformations of hair,09-06-2025
Q84.3,Anonychia,09-06-2025
Q84.4,Congenital leukonychia,09-06-2025
Q84.5,Enlarged and hypertrophic nails,09-06-2025
Q84.6,Other congenital malformations of nails,09-06-2025
Q84.8,Other specified congenital malformations of integument,09-06-2025
Q84.9,"Congenital malformation of integument, unspecified",09-06-2025
Q85.0,Neurofibromatosis (nonmalignant),09-06-2025
Q85.1,Tuberous sclerosis,09-06-2025
Q85.8,"Other phakomatoses, not elsewhere classified",09-06-2025
Q85.9,"Phakomatosis, unspecified",09-06-2025
Q86.0,Fetal alcohol syndrome (dysmorphic),09-06-2025
Q86.1,Fetal hydantoin syndrome,09-06-2025
Q86.2,Dysmorphism due to warfarin,09-06-2025
Q86.8,Other congenital malformation syndromes due to known exogenous causes,09-06-2025
Q87.0,Congenital malformation syndromes predominantly affecting facial appearance,09-06-2025
Q87.1,Congenital malformation syndromes predominantly associated with short stature,09-06-2025
Q87.2,Congenital malformation syndromes predominantly involving limbs,09-06-2025
Q87.3,Congenital malformation syndromes involving early overgrowth,09-06-2025
Q87.4,Marfan syndrome,09-06-2025
Q87.5,Other congenital malformation syndromes with other skeletal changes,09-06-2025
Q87.8,"Other specified congenital malformation syndromes, not elsewhere classified",09-06-2025
Q89.0,Congenital malformations of spleen,09-06-2025
Q89.1,Congenital malformations of adrenal gland,09-06-2025
Q89.2,Congenital malformations of other endocrine glands,09-06-2025
Q89.3,Situs inversus,09-06-2025
Q89.4,Conjoined twins,09-06-2025
Q89.7,"Multiple congenital malformations, not elsewhere classified",09-06-2025
Q89.8,Other specified congenital malformations,09-06-2025
Q89.9,"Congenital malformation, unspecified",09-06-2025
Q90.0,"Trisomy 21, meiotic nondisjunction",09-06-2025
Q90.1,"Trisomy 21, mosaicism (mitotic nondisjunction)",09-06-2025
Q90.2,"Trisomy 21, translocation",09-06-2025
Q90.9,"Down syndrome, unspecified",09-06-2025
Q91.0,"Trisomy 18, meiotic nondisjunction",09-06-2025
Q91.1,"Trisomy 18, mosaicism (mitotic nondisjunction)",09-06-2025
Q91.2,"Trisomy 18, translocation",09-06-2025
Q91.3,"Edwards syndrome, unspecified",09-06-2025
Q91.4,"Trisomy 13, meiotic nondisjunction",09-06-2025
Q91.5,"Trisomy 13, mosaicism (mitotic nondisjunction)",09-06-2025
Q91.6,"Trisomy 13, translocation",09-06-2025
Q91.7,"Patau syndrome, unspecified",09-06-2025
Q92.0,"Whole chromosome trisomy, meiotic nondisjunction",09-06-2025
Q92.1,"Whole chromosome trisomy, mosaicism (mitotic nondisjunction)",09-06-2025
Q92.2,Major partial trisomy,09-06-2025
Q92.3,Minor partial trisomy,09-06-2025
Q92.4,Duplications seen only at prometaphase,09-06-2025
Q92.5,Duplications with other complex rearrangements,09-06-2025
Q92.6,Extra marker chromosomes,09-06-2025
Q92.7,Triploidy and polyploidy,09-06-2025
Q92.8,Other specified trisomies and partial trisomies of autosomes,09-06-2025
Q92.9,"Trisomy and partial trisomy of autosomes, unspecified",09-06-2025
Q93.0,"Whole chromosome monosomy, meiotic nondisjunction",09-06-2025
Q93.1,"Whole chromosome monosomy, mosaicism (mitotic nondisjunction)",09-06-2025
Q93.2,Chromosome replaced with ring or dicentric,09-06-2025
Q93.3,Deletion of short arm of chromosome 4,09-06-2025
Q93.4,Deletion of short arm of chromosome 5,09-06-2025
Q93.5,Other deletions of part of a chromosome,09-06-2025
Q93.6,Deletions seen only at prometaphase,09-06-2025
Q93.7,Deletions with other complex rearrangements,09-06-2025
Q93.8,Other deletions from the autosomes,09-06-2025
Q93.9,"Deletion from autosomes, unspecified",09-06-2025
Q95.0,Balanced translocation and insertion in normal individual,09-06-2025
Q95.1,Chromosome inversion in normal individual,09-06-2025
Q95.2,Balanced autosomal rearrangement in abnormal individual,09-06-2025
Q95.3,Balanced sex/autosomal rearrangement in abnormal individual,09-06-2025
Q95.4,Individuals with marker heterochromatin,09-06-2025
Q95.5,Individuals with autosomal fragile site,09-06-2025
Q95.8,Other balanced rearrangements and structural markers,09-06-2025
Q95.9,"Balanced rearrangement and structural marker, unspecified",09-06-2025
Q96.0,"Karyotype 45,X",09-06-2025
Q96.1,"Karyotype 46,X iso (Xq)",09-06-2025
Q96.2,"Karyotype 46,X with abnormal sex chromosome, except iso (Xq)",09-06-2025
Q96.3,"Mosaicism, 45,X/46,XX or XY",09-06-2025
Q96.4,"Mosaicism, 45,X/other cell line(s) with abnormal sex chromosome",09-06-2025
Q96.8,Other variants of Turner syndrome,09-06-2025
Q96.9,"Turner syndrome, unspecified",09-06-2025
Q97.0,"Karyotype 47,XXX",09-06-2025
Q97.1,Female with more than three X chromosomes,09-06-2025
Q97.2,"Mosaicism, lines with various numbers of X chromosomes",09-06-2025
Q97.3,"Female with 46,XY karyotype",09-06-2025
Q97.8,"Other specified sex chromosome abnormalities, female phenotype",09-06-2025
Q97.9,"Sex chromosome abnormality, female phenotype, unspecified",09-06-2025
Q98.0,"Klinefelter syndrome karyotype 47,XXY",09-06-2025
Q98.1,"Klinefelter syndrome, male with more than two X chromosomes",09-06-2025
Q98.2,"Klinefelter syndrome, male with 46,XX karyotype",09-06-2025
Q98.3,"Other male with 46,XX karyotype",09-06-2025
Q98.4,"Klinefelter syndrome, unspecified",09-06-2025
Q98.5,"Karyotype 47,XYY",09-06-2025
Q98.6,Male with structurally abnormal sex chromosome,09-06-2025
Q98.7,Male with sex chromosome mosaicism,09-06-2025
Q98.8,"Other specified sex chromosome abnormalities, male phenotype",09-06-2025
Q98.9,"Sex chromosome abnormality, male phenotype, unspecified",09-06-2025
Q99.0,"Chimera 46,XX/46,XY",09-06-2025
Q99.1,"46,XX true hermaphrodite",09-06-2025
Q99.2,Fragile X chromosome,09-06-2025
Q99.8,Other specified chromosome abnormalities,09-06-2025
Q99.9,"Chromosomal abnormality, unspecified",09-06-2025
R00.0,"Tachycardia, unspecified",09-06-2025
R00.1,"Bradycardia, unspecified",09-06-2025
R00.2,Palpitations,09-06-2025
R00.3,"Pulseless electrical activity, not elsewhere classified",09-06-2025
R00.8,Other and unspecified abnormalities of heart beat,09-06-2025
R01.0,Benign and innocent cardiac murmurs,09-06-2025
R01.1,"Cardiac murmur, unspecified",09-06-2025
R01.2,Other cardiac sounds,09-06-2025
R03.0,"Elevated blood-pressure reading, without diagnosis of hypertension",09-06-2025
R03.1,Nonspecific low blood-pressure reading,09-06-2025
R04.0,Epistaxis,09-06-2025
R04.1,Haemorrhage from throat,09-06-2025
R04.2,Haemoptysis,09-06-2025
R04.8,Haemorrhage from other sites in respiratory passages,09-06-2025
R04.9,"Haemorrhage from respiratory passages, unspecified",09-06-2025
R06.0,Dyspnoea,09-06-2025
R06.1,Stridor,09-06-2025
R06.2,Wheezing,09-06-2025
R06.3,Periodic breathing,09-06-2025
R06.4,Hyperventilation,09-06-2025
R06.5,Mouth breathing,09-06-2025
R06.6,Hiccough,09-06-2025
R06.7,Sneezing,09-06-2025
R06.8,Other and unspecified abnormalities of breathing,09-06-2025
R07.0,Pain in throat,09-06-2025
R07.1,Chest pain on breathing,09-06-2025
R07.2,Precordial pain,09-06-2025
R07.3,Other chest pain,09-06-2025
R07.4,"Chest pain, unspecified",09-06-2025
R09.0,Asphyxia,09-06-2025
R09.1,Pleurisy,09-06-2025
R09.2,Respiratory arrest,09-06-2025
R09.3,Abnormal sputum,09-06-2025
R09.8,Other specified symptoms and signs involving the circulatory and respiratory systems,09-06-2025
R10.0,Acute abdomen,09-06-2025
R10.1,Pain localized to upper abdomen,09-06-2025
R10.2,Pelvic and perineal pain,09-06-2025
R10.3,Pain localized to other parts of lower abdomen,09-06-2025
R10.4,Other and unspecified abdominal pain,09-06-2025
R16.0,"Hepatomegaly, not elsewhere classified",09-06-2025
R16.1,"Splenomegaly, not elsewhere classified",09-06-2025
R16.2,"Hepatomegaly with splenomegaly, not elsewhere classified",09-06-2025
R17.0,"Hyperbilirubinaemia with mention of jaundice, not elsewhere classified",09-06-2025
R17.9,"Hyperbilirubinaemia without mention of jaundice, not elsewhere classified",09-06-2025
R19.0,"Intra-abdominal and pelvic swelling, mass and lump",09-06-2025
R19.1,Abnormal bowel sounds,09-06-2025
R19.2,Visible peristalsis,09-06-2025
R19.3,Abdominal rigidity,09-06-2025
R19.4,Change in bowel habit,09-06-2025
R19.5,Other faecal abnormalities,09-06-2025
R19.6,Halitosis,09-06-2025
R19.8,Other specified symptoms and signs involving the digestive system and abdomen,09-06-2025
R20.0,Anaesthesia of skin,09-06-2025
R20.1,Hypoaesthesia of skin,09-06-2025
R20.2,Paraesthesia of skin,09-06-2025
R20.3,Hyperaesthesia,09-06-2025
R20.8,Other and unspecified disturbances of skin sensation,09-06-2025
R22.0,"Localized swelling, mass and lump, head",09-06-2025
R22.1,"Localized swelling, mass and lump, neck",09-06-2025
R22.2,"Localized swelling, mass and lump, trunk",09-06-2025
R22.3,"Localized swelling, mass and lump, upper limb",09-06-2025
R22.4,"Localized swelling, mass and lump, lower limb",09-06-2025
R22.7,"Localized swelling, mass and lump, multiple sites",09-06-2025
R22.9,"Localized swelling, mass and lump, unspecified",09-06-2025
R23.0,Cyanosis,09-06-2025
R23.1,Pallor,09-06-2025
R23.2,Flushing,09-06-2025
R23.3,Spontaneous ecchymoses,09-06-2025
R23.4,Changes in skin texture,09-06-2025
R23.8,Other and unspecified skin changes,09-06-2025
R25.0,Abnormal head movements,09-06-2025
R25.1,"Tremor, unspecified",09-06-2025
R25.2,Cramp and spasm,09-06-2025
R25.3,Fasciculation,09-06-2025
R25.8,Other and unspecified abnormal involuntary movements,09-06-2025
R26.0,Ataxic gait,09-06-2025
R26.1,Paralytic gait,09-06-2025
R26.2,"Difficulty in walking, not elsewhere classified",09-06-2025
R26.3,Immobility,09-06-2025
R26.8,Other and unspecified abnormalities of gait and mobility,09-06-2025
R27.0,"Ataxia, unspecified",09-06-2025
R27.8,Other and unspecified lack of coordination,09-06-2025
R29.0,Tetany,09-06-2025
R29.1,Meningismus,09-06-2025
R29.2,Abnormal reflex,09-06-2025
R29.3,Abnormal posture,09-06-2025
R29.4,Clicking hip,09-06-2025
R29.6,"Tendency to fall, not elsewhere classified",09-06-2025
R29.8,Other and unspecified symptoms and signs involving the nervous and musculoskeletal systems,09-06-2025
R30.0,Dysuria,09-06-2025
R30.1,Vesical tenesmus,09-06-2025
R30.9,"Painful micturition, unspecified",09-06-2025
R39.0,Extravasation of urine,09-06-2025
R39.1,Other difficulties with micturition,09-06-2025
R39.2,Extrarenal uraemia,09-06-2025
R39.8,Other and unspecified symptoms and signs involving the urinary system,09-06-2025
R40.0,Somnolence,09-06-2025
R40.1,Stupor,09-06-2025
R40.2,"Coma, unspecified",09-06-2025
R41.0,"Disorientation, unspecified",09-06-2025
R41.1,Anterograde amnesia,09-06-2025
R41.2,Retrograde amnesia,09-06-2025
R41.3,Other amnesia,09-06-2025
R41.8,Other and unspecified symptoms and signs involving cognitive functions and awareness,09-06-2025
R43.0,Anosmia,09-06-2025
R43.1,Parosmia,09-06-2025
R43.2,Parageusia,09-06-2025
R43.8,Other and unspecified disturbances of smell and taste,09-06-2025
R44.0,Auditory hallucinations,09-06-2025
R44.1,Visual hallucinations,09-06-2025
R44.2,Other hallucinations,09-06-2025
R44.3,"Hallucinations, unspecified",09-06-2025
R44.8,Other and unspecified symptoms and signs involving general sensations and perceptions,09-06-2025
R45.0,Nervousness,09-06-2025
R45.1,Restlessness and agitation,09-06-2025
R45.2,Unhappiness,09-06-2025
R45.3,Demoralization and apathy,09-06-2025
R45.4,Irritability and anger,09-06-2025
R45.5,Hostility,09-06-2025
R45.6,Physical violence,09-06-2025
R45.7,"State of emotional shock and stress, unspecified",09-06-2025
R45.8,Other symptoms and signs involving emotional state,09-06-2025
R46.0,Very low level of personal hygiene,09-06-2025
R46.1,Bizarre personal appearance,09-06-2025
R46.2,Strange and inexplicable behaviour,09-06-2025
R46.3,Overactivity,09-06-2025
R46.4,Slowness and poor responsiveness,09-06-2025
R46.5,Suspiciousness and marked evasiveness,09-06-2025
R46.6,Undue concern and preoccupation with stressful events,09-06-2025
R46.7,Verbosity and circumstantial detail obscuring reason for contact,09-06-2025
R46.8,Other symptoms and signs involving appearance and behaviour,09-06-2025
R47.0,Dysphasia and aphasia,09-06-2025
R47.1,Dysarthria and anarthria,09-06-2025
R47.8,Other and unspecified speech disturbances,09-06-2025
R48.0,Dyslexia and alexia,09-06-2025
R48.1,Agnosia,09-06-2025
R48.2,Apraxia,09-06-2025
R48.8,Other and unspecified symbolic dysfunctions,09-06-2025
R49.0,Dysphonia,09-06-2025
R49.1,Aphonia,09-06-2025
R49.2,Hypernasality and hyponasality,09-06-2025
R49.8,Other and unspecified voice disturbances,09-06-2025
R50.2,Drug-induced fever,09-06-2025
R50.8,Other specified fever,09-06-2025
R50.9,"Fever, unspecified",09-06-2025
R52.0,Acute pain,09-06-2025
R52.1,Chronic intractable pain,09-06-2025
R52.2,Other chronic pain,09-06-2025
R52.9,"Pain, unspecified",09-06-2025
R56.0,Febrile convulsions,09-06-2025
R56.8,Other and unspecified convulsions,09-06-2025
R57.0,Cardiogenic shock,09-06-2025
R57.1,Hypovolaemic shock,09-06-2025
R57.2,Septic shock,09-06-2025
R57.8,Other shock,09-06-2025
R57.9,"Shock, unspecified",09-06-2025
R59.0,Localized enlarged lymph nodes,09-06-2025
