Code,Description,last_updated
28296016,"Saccharopine dehydrogenase (NADP^+^,L-lysine-forming)",09-06-2025
28297013,Retired procedure,09-06-2025
28298015,Spontaneous abortion with laceration of bowel,09-06-2025
28299011,Spontaneous abortion with tear of bowel,09-06-2025
28300015,Inner surface of fifth rib,09-06-2025
28301016,Medial surface of fifth rib,09-06-2025
28302011,Medial border of fifth rib,09-06-2025
28303018,Inner border of fifth rib,09-06-2025
28304012,Glutamate 5-kinase,09-06-2025
28305013,AIDS with other specified conditions,09-06-2025
28306014,Dehydrocorticosterone,09-06-2025
28307017,11-Dehydrocorticosterone,09-06-2025
28308010,Compound A,09-06-2025
28309019,"Vesicular exanthema of swine virus, serotype A",09-06-2025
28310012,Flowers,09-06-2025
28311011,"Flowers, NOS",09-06-2025
28312016,Lactuca scariola,09-06-2025
28313014,Wild lettuce,09-06-2025
28314015,Caprine arthritis-encephalitis,09-06-2025
28315019,Caprine leukoencephalomyelitis,09-06-2025
28316018,CAE,09-06-2025
28317010,New Zealand rock wren,09-06-2025
28318017,Salmonella rottnest,09-06-2025
28319013,Micrococcus kristinae,09-06-2025
28320019,Salmonella III arizonae 63:g:z51:--,09-06-2025
28321015,Renal osteodystrophy,09-06-2025
28322010,Renal rickets,09-06-2025
28323017,Retired procedure,09-06-2025
28324011,Inherited spastic paresis,09-06-2025
28325012,Elso heel,09-06-2025
28326013,Phosphogluconate dehydrogenase (decarboxylating),09-06-2025
28327016,Phosphogluconic acid dehydrogenase,09-06-2025
28328014,6-Phosphogluconic carboxylase,09-06-2025
28329018,Olfactory region of nose,09-06-2025
28330011,Shortening of tendon,09-06-2025
28331010,"Salmonella II, group 56",09-06-2025
28332015,"Salmonella II, group 56, NOS",09-06-2025
28333013,Germinal center of lymph node,09-06-2025
28334019,Blood group antibody S>2<,09-06-2025
28335018,Avoidance coping,09-06-2025
28336017,Transcatheter therapy for embolization,09-06-2025
28337014,"Transcatheter therapy for embolization, NOS",09-06-2025
28338016,Abnormal vocal intensity,09-06-2025
28339012,Abnormal vocal loudness,09-06-2025
28340014,Infection by Amoebotaenia,09-06-2025
28341013,"Infection by Amoebotaenia, NOS",09-06-2025
28342018,Amoebotaeniosis,09-06-2025
28343011,Ethane,09-06-2025
28344017,Anasarca,09-06-2025
28345016,Generalized edema,09-06-2025
28346015,Pleomorphic carcinoma,09-06-2025
28347012,Indirect Coombs test,09-06-2025
28348019,"Indirect Coombs test, NOS",09-06-2025
28349010,Retired procedure,09-06-2025
28350010,Lactobacillus acidophilus preparation,09-06-2025
28351014,Xenon isotope,09-06-2025
28352019,Corticopontine tract of pons,09-06-2025
28353012,Percutaneous transhepatic cholangiogram,09-06-2025
28354018,Percutaneous transhepatic cholangiography,09-06-2025
28355017,Zolamine,09-06-2025
28356016,"Bilateral repair of inguinal hernia with prosthesis or graft, direct and indirect",09-06-2025
28357013,Deep thrombophlebitis,09-06-2025
28358015,"Deep thrombophlebitis, NOS",09-06-2025
28359011,DVT,09-06-2025
28360018,Acute tubulointerstitial nephritis associated with systemic infection,09-06-2025
28361019,Blood group antigen Pearl,09-06-2025
28362014,Cosyntropin preparation,09-06-2025
28363016,Desmopressin,09-06-2025
28364010,Desmopressin acetate,09-06-2025
28365011,Lypressin,09-06-2025
28366012,Blood group antigen Pea,09-06-2025
28367015,Retired procedure,09-06-2025
28368013,Disorder of selenium metabolism,09-06-2025
28369017,"Disorder of selenium metabolism, NOS",09-06-2025
28370016,Renal cortical interstitial tissue,09-06-2025
28371017,Albuminuria in pregnancy without hypertension,09-06-2025
28372012,Petit mal,09-06-2025
28373019,Creeper,09-06-2025
28374013,"Creeper, NOS",09-06-2025
28375014,Chronic eosinophilic inflammation,09-06-2025
28376010,"Chronic eosinophilic inflammation, NOS",09-06-2025
28377018,"Eosinophilic infiltration, NOS",09-06-2025
28378011,Eosinophilic infiltration,09-06-2025
28379015,Retired procedure,09-06-2025
28380017,Esophagitis,09-06-2025
28381018,"Esophagitis, NOS",09-06-2025
28382013,"Oesophagitis, NOS",09-06-2025
28383015,Oesophagitis,09-06-2025
28384014,Salmonella II 42:z10:z6,09-06-2025
28385010,Hemorrhage of liver,09-06-2025
28386011,Hepatic bleeding,09-06-2025
28387019,Hepatic hemorrhage,09-06-2025
28389016,Hepatorrhagia,09-06-2025
28390013,Yata virus,09-06-2025
28391012,"Excision of lesion of auricle of ear, radical",09-06-2025
28392017,"Excision of lesion of pinna, radical",09-06-2025
28393010,Arbovirus hemorrhagic fever,09-06-2025
28394016,"Arbovirus hemorrhagic fever, NOS",09-06-2025
28395015,"Arthropod-borne hemorrhagic fever, NOS",09-06-2025
28396019,Arthropod-borne hemorrhagic fever,09-06-2025
28397011,Supreme genicular artery,09-06-2025
28398018,Clostridium nexile,09-06-2025
28399014,Lateral mammillary nucleus,09-06-2025
28400019,Retroperitoneal approach,09-06-2025
28401015,"Skin test, anergy testing",09-06-2025
28402010,Superficial foreign body of ankle without major open wound AND without infection,09-06-2025
28403017,Superficial foreign body of ankle without major open wound and without infection,09-06-2025
28404011,Drug-induced coagulation inhibitor disorder,09-06-2025
28405012,"Drug-induced coagulation inhibitor disorder, NOS",09-06-2025
28406013,"Drug-induced coagulation inhibitor, NOS",09-06-2025
28407016,Dry cleaning agent,09-06-2025
28408014,"Dry cleaning agent, NOS",09-06-2025
28409018,Eikonometric examination including prescribing lenses,09-06-2025
28410011,Salmonella II boulders,09-06-2025
28411010,Medial segment of left lobe of liver,09-06-2025
28412015,Octachlorocyclohexenone,09-06-2025
28413013,Polychromatophilic erythroblast,09-06-2025
28414019,Polychromatophilic normoblast,09-06-2025
28415018,Rubricyte,09-06-2025
28416017,Porcine rotavirus vaccine - escherichia coli bacterin,09-06-2025
28417014,Removal of cardiac pacemaker from epicardium with replacement of atrial and/or ventricular leads,09-06-2025
28418016,Porcine rotavirus vaccine,09-06-2025
28419012,alpha-Glucosidase,09-06-2025
28420018,Maltase,09-06-2025
28421019,Glucoinvertase,09-06-2025
28422014,Glucosidosucrase,09-06-2025
28423016,Maltase-glucoamylase,09-06-2025
28424010,Amino acid transport disorder,09-06-2025
28425011,"Amino acid transport disorder, NOS",09-06-2025
28426012,"Disorder of amino acid transport, NOS",09-06-2025
28427015,Disorder of amino acid transport,09-06-2025
28428013,Transentorhinal zone,09-06-2025
28429017,Trichodina urinicola,09-06-2025
28430010,Streptococcus equisimilis - suis antiserum,09-06-2025
28431014,Naphthalene black 12B,09-06-2025
28432019,Naphthol blue black,09-06-2025
28433012,Amido black 10B,09-06-2025
28434018,Pontacyl blue black SX,09-06-2025
28435017,Pseudomonas vesicularis,09-06-2025
28436016,Dipylidium buencaminoi,09-06-2025
28437013,Cephradine,09-06-2025
28438015,Frontal gyrus,09-06-2025
28439011,"Frontal gyrus, NOS",09-06-2025
28440013,Nocardiopsis dassonvillei ss. prasina,09-06-2025
28441012,Reduction of closed carpometacarpal fracture dislocation of thumb with manipulation,09-06-2025
28442017,Psychologic desensitization therapy,09-06-2025
28443010,Psychologic desensitization,09-06-2025
28444016,Desensitization therapy,09-06-2025
28445015,Thoracolumbar approach,09-06-2025
28446019,Accelerated atrioventricular conduction,09-06-2025
28447011,Incision and drainage of infected bursa of ankle,09-06-2025
28448018,Myotonus,09-06-2025
28449014,Tonic spasm of muscle,09-06-2025
28450014,Myotonia,09-06-2025
28451013,Poisoning by magnesium trisilicate,09-06-2025
28452018,Plantar ligaments of metatarsophalangeal joints,09-06-2025
28453011,Primary ruminal tympany,09-06-2025
28454017,Frothy bloat,09-06-2025
28455016,Thyrotropin receptor site,09-06-2025
28456015,Plant producing hallucinogen,09-06-2025
28457012,Cluster A personality disorder,09-06-2025
28458019,"Cluster A personality disorder, NOS",09-06-2025
28459010,Eimeria parvula,09-06-2025
28460017,Dasyatis sabina,09-06-2025
28461018,Atlantic stingray,09-06-2025
28462013,Trichloroethylene,09-06-2025
28463015,Open wound of abdominal wall with complication,09-06-2025
28464014,"Open wound of abdominal wall with complication, NOS",09-06-2025
28465010,AIDS with viral pneumonia,09-06-2025
28466011,"AIDS with viral pneumonia, NOS",09-06-2025
28467019,Cheek mucosa,09-06-2025
28468012,Internal cheek,09-06-2025
28469016,Absolute impotence,09-06-2025
28470015,Hyperuricuria,09-06-2025
28471016,"Hyperuricuria, NOS",09-06-2025
28472011,"Uricaciduria, NOS",09-06-2025
28473018,Uricaciduria,09-06-2025
28474012,Pneumococcal infectious disease,09-06-2025
28475013,"Pneumococcal infectious disease, NOS",09-06-2025
28476014,"Pneumococcal infection, NOS",09-06-2025
28477017,Pneumococcal infection,09-06-2025
28478010,Human echovirus 5,09-06-2025
28479019,Leukoedema of tongue,09-06-2025
28480016,Medical service audit,09-06-2025
28481017,Electronics fitter (medical equipment),09-06-2025
28482012,Delivery of face presentation,09-06-2025
28483019,Salmonella goldcoast,09-06-2025
28484013,Metabolic requirement,09-06-2025
28485014,"Metabolic requirement, NOS",09-06-2025
28486010,Malignant carotid body tumor,09-06-2025
28487018,Setaria cervi,09-06-2025
28488011,Setaria labiatopapillosa,09-06-2025
28489015,Artionema labiatopapillosa,09-06-2025
28490012,Retired procedure,09-06-2025
28491011,Solanum americanum,09-06-2025
28492016,Pentamidine isethionate,09-06-2025
28493014,Menispermum,09-06-2025
28494015,"Menispermum, NOS",09-06-2025
28496018,Thysaniezia,09-06-2025
28497010,"Thysaniezia, NOS",09-06-2025
28498017,Visual acuity testing,09-06-2025
28499013,"Visual acuity testing, NOS",09-06-2025
28500016,Indifference to pain,09-06-2025
28501017,Conjugated estrogen preparation,09-06-2025
28502012,Chaetodon falcifer,09-06-2025
28503019,Scythe butterflyfish,09-06-2025
28504013,Pygmy cormorant,09-06-2025
28505014,Manchester-Donald operation on uterus,09-06-2025
28506010,Azur A,09-06-2025
28507018,Dimethyl thionin,09-06-2025
28508011,Brain stem contusion with open intracranial wound AND prolonged loss of consciousness (more than 24 hours) AND return to pre-existing conscious level,09-06-2025
28509015,Brain stem contusion with open intracranial wound and prolonged loss of consciousness (more than 24 hours) and return to pre-existing conscious level,09-06-2025
28510013,Mediastinal emphysema,09-06-2025
28511012,Pneumomediastinum,09-06-2025
28512017,Retired procedure,09-06-2025
28513010,Hemoglobin Hekinan,09-06-2025
28514016,"Hb 27(B8), Glu-asp",09-06-2025
28515015,"Removal of impacted tooth, completely bony",09-06-2025
28516019,Acyl-[acyl-carrier-protein]-phospholipid acyltransferase,09-06-2025
28517011,Awaous tajasica,09-06-2025
28518018,River goby,09-06-2025
28519014,Strangury,09-06-2025
28520015,Stranguria,09-06-2025
28521016,Spastic dysuria,09-06-2025
28522011,Salmonella keve,09-06-2025
28523018,Obstructive emphysema,09-06-2025
28524012,o-Demethylpuromycin methyltransferase,09-06-2025
28525013,Hemoglobin Vicksburg,09-06-2025
28526014,Government executive official,09-06-2025
28527017,Ribose,09-06-2025
28528010,Mitochondrial myopathy,09-06-2025
28529019,Ragged red myopathy,09-06-2025
28530012,Nosopsyllus fasciatus,09-06-2025
28531011,Northern rat flea,09-06-2025
28532016,Phlebectomy with anastomosis of head and neck vein,09-06-2025
28533014,Amandava amandava,09-06-2025
28534015,Avadavat,09-06-2025
28535019,Strawberry finch,09-06-2025
28536018,Rheumatic tricuspid valve failure,09-06-2025
28537010,Longitudinal deficiency of humerus,09-06-2025
28538017,"Longitudinal deficiency of humerus, NOS",09-06-2025
28539013,Per vagina,09-06-2025
28540010,Vaginal route,09-06-2025
28541014,Urea,09-06-2025
28542019,Carbamide,09-06-2025
28543012,Retired procedure,09-06-2025
28544018,Vestibular function test with observation and evaluation by physician,09-06-2025
28545017,"Vestibular function test with observation and evaluation by physician, NOS",09-06-2025
28546016,Bedpan,09-06-2025
28547013,Extrinsic asthma,09-06-2025
28548015,Atopic asthma,09-06-2025
28549011,Childhood asthma,09-06-2025
28550011,Allergic asthma,09-06-2025
28551010,Incomplete abortion,09-06-2025
28552015,Linum lewisii,09-06-2025
28553013,Spongiotic vesicular dermatitis,09-06-2025
28554019,Larrey's amputation,09-06-2025
28555018,Larrey operation,09-06-2025
28556017,Larrey shoulder disarticulation,09-06-2025
28557014,Larry shoulder disarticulation,09-06-2025
28558016,Larry operation,09-06-2025
28559012,Sulfathiazole,09-06-2025
28560019,Small neuron,09-06-2025
28561015,Tabanus quinquevittatus,09-06-2025
28562010,Mucous gland of bronchiole,09-06-2025
28563017,Tulipa gesneriana,09-06-2025
28564011,Dutch tulip,09-06-2025
28565012,Severe hemophilia A,09-06-2025
28566013,Less than 1% of normal factor VIII,09-06-2025
28567016,Musicogenic seizure,09-06-2025
28568014,Musicogenic epilepsy,09-06-2025
28569018,Bothrops lansbergii,09-06-2025
28570017,Lansberg's hog-nosed viper,09-06-2025
28571018,Shaft of phalanx of foot,09-06-2025
28572013,"Shaft of phalanx of foot, NOS",09-06-2025
28573015,Pericarditis secondary to primary tumor,09-06-2025
28574014,"Pericarditis secondary to primary tumor, NOS",09-06-2025
28575010,Attachment of pedicle graft to lip,09-06-2025
28576011,Blood group antibody rh'',09-06-2025
28577019,Blood group antibody E,09-06-2025
28578012,"Blood group antibody rh""",09-06-2025
28579016,Blood group antibody Rh3,09-06-2025
28580018,Free-standing neurology clinic,09-06-2025
28581019,Infection by Alaria,09-06-2025
28582014,"Infection by Alaria, NOS",09-06-2025
28583016,Alariosis,09-06-2025
28584010,Obliteration of caliceal diverticulum,09-06-2025
28585011,Pyemotes ventricosus,09-06-2025
28586012,Pediculoides ventricosus,09-06-2025
28587015,"Endotracheal intubation, emergency procedure",09-06-2025
28588013,Anagallis arvensis poisoning,09-06-2025
28589017,Scarlet pimpernel poisoning,09-06-2025
28590014,Trimellitic acid,09-06-2025
28591013,Bordetella bronchiseptica - erysipelothrix rhusiopathiae - escherichia coli - pasteurella multocida bacterin,09-06-2025
28592018,"Other painters, construction",09-06-2025
28593011,Salmonella brandenburg,09-06-2025
28594017,Retired procedure,09-06-2025
28595016,Insulin measurement,09-06-2025
28596015,Immunologic enhancement,09-06-2025
28597012,Infective bulbar necrosis,09-06-2025
28598019,Foot abscess,09-06-2025
28599010,Heel abscess,09-06-2025
28600013,"Hodgkin's disease, lymphocytic depletion, diffuse fibrosis",09-06-2025
28601012,Haematopinus quadripertusus,09-06-2025
28602017,Cattle tail louse,09-06-2025
28603010,Tail switch louse,09-06-2025
28604016,Marine engine fitter-assembler,09-06-2025
28605015,Pedicle of thirteenth thoracic vertebra,09-06-2025
28606019,Anulus fibrosus of intervertebral disc of fourth cervical vertebra,09-06-2025
28607011,Mycoplasma glycophilum,09-06-2025
28608018,Cuboid articular facet of fifth metatarsal bone,09-06-2025
28609014,Replacement of ventricular shunt,09-06-2025
28610016,Central European encephalitis,09-06-2025
28611017,Diphasic meningoencephalitis,09-06-2025
28612012,Biundulant meningoencephalitis,09-06-2025
28613019,Central European tick-borne encephalitis,09-06-2025
28614013,Diphasic milk fever,09-06-2025
28615014,Lark sparrow,09-06-2025
28616010,"Thromboendarterectomy with graft, combined aortoiliofemoral",09-06-2025
28617018,Incomplete congenital absence of thigh AND leg,09-06-2025
28618011,Incomplete congenital absence of thigh and leg,09-06-2025
28619015,"Orchard, vineyard and related tree and shrub crop farmer",09-06-2025
28620014,Clostridium histolyticum aminopeptidase,09-06-2025
28621013,Extradural hemorrhage following injury without open intracranial wound AND with prolonged loss of consciousness (more than 24 hours) without return to pre-existing conscious level,09-06-2025
28622018,Extradural hemorrhage following injury without open intracranial wound and with prolonged loss of consciousness (more than 24 hours) without return to pre-existing conscious level,09-06-2025
28623011,Linoleate measurement,09-06-2025
28624017,Odontopyxis trispinosa,09-06-2025
28625016,Pygmy poacher,09-06-2025
28626015,Oral contrast cholecystography,09-06-2025
28627012,Cholecystogram,09-06-2025
28628019,Naematoloma sublaleritium,09-06-2025
28629010,Brick top,09-06-2025
28630017,Hazardous physical site,09-06-2025
28631018,"Hazardous physical site, NOS",09-06-2025
28632013,Myringoplasty,09-06-2025
28633015,"Myringoplasty, NOS",09-06-2025
28634014,Mycobacterium piscium,09-06-2025
28635010,Streptozocin,09-06-2025
28636011,Streptozotocin,09-06-2025
28637019,Tank,09-06-2025
28638012,Acute zinc deficiency,09-06-2025
28639016,Anesthesia for procedure on facial bones,09-06-2025
28640019,"Anesthesia for procedure on facial bones, NOS",09-06-2025
28643017,Liasis amethistinus,09-06-2025
28644011,Amethystine python,09-06-2025
28645012,"Orchiopexy, any type, second stage",09-06-2025
28646013,Torek operation for orchiopexy,09-06-2025
28647016,"Other specified erythematous condition, NEC",09-06-2025
28648014,Hereditary coagulation factor deficiency,09-06-2025
28649018,"Hereditary coagulation factor deficiency, NOS",09-06-2025
28650018,Lupus anticoagulant,09-06-2025
28651019,"Lupus anticoagulant, NOS",09-06-2025
28652014,Antiphospholipid anticoagulant,09-06-2025
28653016,Hypertrophy of vulva,09-06-2025
28654010,"Hypertrophy of vulva, NOS",09-06-2025
28655011,"Hypertrophy of labia, NOS",09-06-2025
28656012,"Enlarged labia, NOS",09-06-2025
28657015,Hypertrophy of labia,09-06-2025
28658013,Enlarged labia,09-06-2025
28659017,Superior parietal lobule,09-06-2025
28660010,Conocybe siliginoides,09-06-2025
28661014,Sodium-n-methyl dithiocarbamate,09-06-2025
28662019,Canine adenovirus type 2 - parvovirus vaccine - leptospira bacterin,09-06-2025
28663012,Complete bilateral cleft palate with cleft lip,09-06-2025
28664018,Western mud snake,09-06-2025
28667013,Nausea and vomiting,09-06-2025
28668015,Gastric secretory capacity,09-06-2025
28669011,Renal vascular disorder,09-06-2025
28670012,"Renal vascular disorder, NOS",09-06-2025
28671011,Allergic arthritis,09-06-2025
28672016,Lower right third premolar tooth,09-06-2025
28673014,Klossiella equi,09-06-2025
28674015,Reconstruction of eye socket,09-06-2025
28675019,Restoration of eye socket,09-06-2025
28676018,"Compatibility test, crossmatch, screening for compatible unit, saline and/or high protein",09-06-2025
28677010,Electrogenic sodium absorption,09-06-2025
28678017,Intermittent spinal claudication,09-06-2025
28679013,Probing of lacrimal canaliculi with irrigation,09-06-2025
28680011,Chrysoidine Y,09-06-2025
28681010,Mononucleosis syndrome,09-06-2025
28682015,"Mononucleosis syndrome, NOS",09-06-2025
28683013,Parotid recess,09-06-2025
28684019,Triacetin,09-06-2025
28685018,Glyceryl triacetate,09-06-2025
28686017,Poisoning by puss caterpillar,09-06-2025
28687014,"Immunoglobulin G subclass, G4 measurement",09-06-2025
28688016,Endothelial corneal dystrophy,09-06-2025
28689012,Combined corneal dystrophy,09-06-2025
28690015,Fuchs' endothelial dystrophy,09-06-2025
28691016,Fourth degree perineal laceration involving anal mucosa,09-06-2025
28693018,"Blood group antigen Rhesus, NOS",09-06-2025
28694012,Blood group antigen Rh,09-06-2025
28695013,Lesser honeyguide,09-06-2025
28696014,Elbow joint,09-06-2025
28697017,"Elbow joint, NOS",09-06-2025
28698010,Congenital cerebellar cortical atrophy,09-06-2025
28699019,Familial convulsions and ataxia,09-06-2025
28700018,Daft lambs,09-06-2025
28701019,Familial convulsions AND/OR ataxia,09-06-2025
28702014,"Microbody nucleoid, periodic",09-06-2025
28703016,Refractory anemia with excess of blasts,09-06-2025
28704010,Fistula of gallbladder,09-06-2025
28705011,"Fistula of gallbladder, NOS",09-06-2025
28706012,Complete congenital absence of teeth,09-06-2025
28707015,Azinphos-ethyl poisoning,09-06-2025
28708013,Amino acid screen,09-06-2025
28709017,Metabolic screen for amino acids,09-06-2025
28710010,Salmonella III arizonae 42:z10:z56,09-06-2025
28711014,Hate,09-06-2025
28712019,Carolina chickadee,09-06-2025
28713012,Hereditary persistence of fetal hemoglobin thalassemia,09-06-2025
28714018,"Hereditary persistence of fetal hemoglobin thalassemia, NOS",09-06-2025
28715017,"HPFH, NOS",09-06-2025
28716016,HPFH,09-06-2025
28717013,Insertion of intra-aortic balloon counterpulsation,09-06-2025
28718015,Insertion of intra-aortic balloon pump,09-06-2025
28719011,Insertion of pulsation-type balloon into aorta,09-06-2025
28720017,Factitious hypoglycemia,09-06-2025
28721018,Arch of third lumbar vertebra,09-06-2025
28722013,Diethyltoluamide,09-06-2025
28723015,(R)-2-Hydroxy-fatty-acid dehydrogenase,09-06-2025
28724014,Chlorguanide,09-06-2025
28725010,Chloroguanide,09-06-2025
28726011,Proguanil,09-06-2025
28727019,Retired procedure,09-06-2025
28728012,Congenital aneurysm of aorta,09-06-2025
28729016,Claudication,09-06-2025
28730014,Lameness,09-06-2025
28731013,Limp,09-06-2025
28732018,Limping,09-06-2025
28733011,"Acral lentiginous melanoma, malignant",09-06-2025
28734017,Acacia georginae,09-06-2025
28735016,Gidgee tree,09-06-2025
28736015,Closed reduction of malar fracture,09-06-2025
28737012,Lithium carbonate,09-06-2025
28738019,Lithium carbonate preparation,09-06-2025
28739010,Carrion crow,09-06-2025
28740012,Acquired coxa valga,09-06-2025
28741011,Foam cell,09-06-2025
28742016,"Salmonella II 53:d:1,5",09-06-2025
28743014,Shoulder,09-06-2025
28744015,"Shoulder, NOS",09-06-2025
28745019,Death in hospital,09-06-2025
28746018,"Death in hospital, NOS",09-06-2025
28747010,Phosphocreatine,09-06-2025
28748017,Fasting state,09-06-2025
28749013,Backache,09-06-2025
28750013,"Backache, NOS",09-06-2025
28751012,"Vertebrogenic pain syndrome, NOS",09-06-2025
28752017,Vertebrogenic pain syndrome,09-06-2025
28753010,Sebastes zacentrus,09-06-2025
28754016,Sharpchin rockfish,09-06-2025
28755015,Arrow-poison frog,09-06-2025
28756019,"Arrow-poison frog, NOS",09-06-2025
28757011,Polygalacturonate 4-alpha-galacturonosyltransferase,09-06-2025
28758018,Subchronic schizophrenia,09-06-2025
28759014,"Subchronic schizophrenia, NOS",09-06-2025
28761017,"Intercostal veins, NOS",09-06-2025
28762012,Osteopathic manipulation,09-06-2025
28763019,"Osteopathic manipulation, NOS",09-06-2025
28764013,"Osteopathic manipulative therapy, NOS",09-06-2025
28765014,Osteopathic manipulative therapy,09-06-2025
28766010,Routine shampoo of hair,09-06-2025
28767018,Garrulax leucolophus,09-06-2025
28768011,White-crested jay thrush,09-06-2025
28769015,Hemoglobin Osu Christiansborg,09-06-2025
28770019,"Hb 52(D3), Asp-asn",09-06-2025
28771015,Blood group antibody Gd,09-06-2025
28772010,Neonatal agitation,09-06-2025
28773017,Neonatal hyperkinesia,09-06-2025
28774011,Open wound of ocular adnexa,09-06-2025
28775012,"Open wound of ocular adnexa, NOS",09-06-2025
28776013,Female genital spaces,09-06-2025
28777016,Ambrosia trifida,09-06-2025
28778014,Great ragweed,09-06-2025
28779018,Pars amorpha of nucleolus,09-06-2025
28780015,Pars fibrosa of nucleolus,09-06-2025
28781016,Proximal interphalangeal joint of second toe,09-06-2025
28782011,Proximal interphalangeal joint of second digit of hindlimb,09-06-2025
28783018,alpha-1- Acid glycoprotein,09-06-2025
28784012,AGP,09-06-2025
28785013,alpha>1< Acid glycoprotein,09-06-2025
28786014,Infertility due to azoospermia,09-06-2025
28787017,Absolute male infertility,09-06-2025
28788010,Primary male infertility,09-06-2025
28789019,Treponema refringens,09-06-2025
28790011,Replacement of bladder catheter,09-06-2025
28791010,Salmonella llandoff,09-06-2025
28792015,Levallorphan,09-06-2025
28793013,Building painter,09-06-2025
28794019,Third cuneiform articular facet of third metatarsal bone,09-06-2025
28795018,Condyle of tibia,09-06-2025
28796017,"Condyle of tibia, NOS",09-06-2025
28797014,"Tibial plateau, NOS",09-06-2025
28798016,Tibial plateau,09-06-2025
28799012,Type II hair cell,09-06-2025
28800011,Arachnia propionica,09-06-2025
28801010,Actinomyces propionicus,09-06-2025
28802015,Salmonella II phoenix,09-06-2025
28803013,Lateral open dislocation,09-06-2025
28804019,Animal gamma globulin,09-06-2025
28805018,Centrolophus niger,09-06-2025
28806017,Black ruff,09-06-2025
28807014,Skin of infrapalpebral fold,09-06-2025
28808016,Salmonella blijdorp,09-06-2025
28810019,Congenital absence of leg with foot AND toes,09-06-2025
28811015,Congenital absence of leg with foot and toes,09-06-2025
28812010,Skimmer,09-06-2025
28813017,"Skimmer, NOS",09-06-2025
28814011,Soluble metallo-endopeptidase,09-06-2025
28815012,Aortic septal defect,09-06-2025
28816013,Aorticopulmonary septal defect,09-06-2025
28817016,Aorticopulmonary window,09-06-2025
28818014,"Ehlers-Danlos syndrome, type 4",09-06-2025
28819018,Sack syndrome,09-06-2025
28820012,Sack-Barabas syndrome,09-06-2025
28821011,Radionuclide tissue clearance study,09-06-2025
28823014,Osteomyelitis of forearm,09-06-2025
28824015,Feeling of despair,09-06-2025
28825019,Etheostoma squamiceps,09-06-2025
28826018,Spottail darter,09-06-2025
28827010,Erwinia tracheiphila,09-06-2025
28828017,Xylosylprotein 4-beta-galactosyltransferase,09-06-2025
28829013,Galactosyltransferase I,09-06-2025
28830015,"Lysine 2,3-aminomutase",09-06-2025
28831016,Wad Medani virus,09-06-2025
28832011,Polymorphus boschadis,09-06-2025
28833018,Salmonella djibouti,09-06-2025
28834012,"Repair of eye, multiple structures",09-06-2025
28835013,"Repair of eyeball, multiple structures",09-06-2025
28836014,Increased skin temperature,09-06-2025
28837017,Calor,09-06-2025
28838010,Blister of abdominal wall with infection,09-06-2025
28839019,Lobelia cardinalis poisoning,09-06-2025
28840017,Cardinal flower poisoning,09-06-2025
28841018,Incision of appendix,09-06-2025
28842013,Appendicotomy,09-06-2025
28843015,Epidermoptes,09-06-2025
28844014,"Epidermoptes, NOS",09-06-2025
28845010,Wattled crow,09-06-2025
28846011,Kokako,09-06-2025
28847019,Victim of statutory rape,09-06-2025
28848012,Statutory rape victim,09-06-2025
28849016,Operation on fascia,09-06-2025
28850016,"Operation on fascia, NOS",09-06-2025
28851017,Sepedonium,09-06-2025
28852012,"Sepedonium, NOS",09-06-2025
28853019,Aniline,09-06-2025
28854013,Phenylamine,09-06-2025
28855014,Benzenamine,09-06-2025
28856010,Contusion of toenail,09-06-2025
28857018,Diverticulectomy of esophagus by thoracic approach,09-06-2025
28858011,"Motion picture, radio and television director",09-06-2025
28859015,Ligamentum flavum,09-06-2025
28860013,Abrus precatorius poisoning,09-06-2025
28861012,Precatory bean poisoning,09-06-2025
28862017,Rosary pea poisoning,09-06-2025
28863010,Pterin deaminase,09-06-2025
28864016,"Salmonella III arizonae 40:l,v:z53",09-06-2025
28865015,Systemic acidifier,09-06-2025
28866019,"Systemic acidifier, NOS",09-06-2025
28867011,Excision of internal mammary lymph nodes,09-06-2025
28868018,Induced apnea,09-06-2025
28869014,Argemone oil,09-06-2025
28870010,Prepatellar bursitis,09-06-2025
28871014,Delivery of cephalic presentation,09-06-2025
28872019,Delivery of vertex presentation,09-06-2025
28873012,Perineal artery,09-06-2025
28874018,Nafoxidine hydrochloride,09-06-2025
28875017,Mycteroperca phenax,09-06-2025
28876016,Scamp,09-06-2025
28877013,Fabrics repairer,09-06-2025
28878015,Umbrella maker,09-06-2025
28879011,Hippocampus zosterae,09-06-2025
28880014,Dwarf seahorse,09-06-2025
28881013,Acute gastric ulcer with hemorrhage AND with perforation but without obstruction,09-06-2025
28882018,Acute gastric ulcer with hemorrhage and perforation but without obstruction,09-06-2025
28883011,Normal circatrigintan biorhythm,09-06-2025
28884017,Chromic phosphate P^32^,09-06-2025
28885016,Neoechinorhynchus salmonis,09-06-2025
28886015,Retired procedure,09-06-2025
28887012,Cathepsin D,09-06-2025
28888019,Aortocoronary artery bypass graft with vein graft,09-06-2025
28889010,Blood group antigen Pelletier,09-06-2025
28890018,Quarryman (general),09-06-2025
28891019,pMX stage,09-06-2025
28892014,pMX,09-06-2025
28893016,Abnormal respiratory rate,09-06-2025
28894010,"Abnormal respiratory rate, NOS",09-06-2025
28895011,Lateral fasciotomy of elbow with stripping,09-06-2025
28896012,Acute bacterial pericarditis,09-06-2025
